0, 20, 0.6135899821917216, 0.9583333333333334
1, 8, 0.6213890314102173, 0.9583333333333334
2, 13, 0.6673214832941691, 0.7916666666666666
3, 12, 0.5797445774078369, 0.875
4, 11, 0.6510170102119446, 0.875
0, 15, 0.4891459246476491, 0.9166666666666666
1, 26, 0.5659147302309672, 0.875
2, 11, 0.6747676332791647, 0.8333333333333334
3, 5, 0.6331838170687357, 0.9583333333333334
4, 6, 0.6602288683255514, 0.875
5, 22, 0.576641301314036, 0.875
0, 12, 0.6043942372004191, 0.9583333333333334
1, 27, 0.574195126692454, 0.9166666666666666
2, 5, 0.5803172389666239, 0.9583333333333334
3, 21, 0.6301002701123556, 0.75
4, 28, 0.5568997065226237, 0.875
5, 7, 0.6136329372723898, 0.875
0, 20, 0.4865906238555908, 0.9583333333333334
1, 19, 0.7023091713587443, 0.75
2, 12, 0.6736372311909994, 0.875
3, 22, 0.6427580515543619, 0.9583333333333334
4, 10, 0.6178349256515503, 0.9166666666666666
5, 7, 0.7678369681040446, 0.875
0, 12, 0.6006579796473185, 0.9583333333333334
